Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ARDAEN,Fien,STA,42,131,77,45,9,0.931,8,0,0,,0,0
BAILLY,Laura,BRU,14,5,4,0,1,0.800,0,0,0,,0,0
BANCHELLI,Claudia,BRU,49,112,73,35,4,0.964,2,0,0,,0,0
BELHALOUMI,Maya,BRU,24,79,32,37,10,0.873,6,0,0,,0,0
BOERMANS,Lynn,ANT,33,121,76,38,7,0.942,1,23,3,88.5,11,0
BRINK,Lisa,HOB,8,2,1,1,0,1.000,0,0,0,,0,0
CALEEN,Kaitlyn,STA,2,1,1,0,0,1.000,0,0,0,,0,0
CAÑIZO,Marina,BRU,37,223,183,30,10,0.955,5,17,5,77.3,8,0
CEULEMANS,KAYLEE,STA,39,88,34,44,10,0.886,3,0,0,,0,0
CORNELIS,Lynn,STA,16,36,22,13,1,0.972,2,0,0,,0,0
DE BAERE,Chloë,ANT,43,67,34,23,10,0.851,4,4,0,100.0,0,0
DE CARITAT,Diane,BRU,7,4,2,2,0,1.000,0,0,0,,0,0
DE GRAEVE,Sara,BEV,65,65,26,38,1,0.985,1,11,0,100.0,0,0
DE JAEGHER,Gwendy,HOB,31,88,59,25,4,0.955,5,4,1,80.0,0,0
DE LANNOY,Kelly,STA,14,40,35,2,3,0.925,0,15,0,100.0,10,0
DE MEULDER,Daphné,BRU,8,24,5,16,3,0.875,1,0,0,,0,0
DE NIJS,Evi,STA,9,19,6,11,2,0.895,1,0,0,,0,0
DE PERMENTIER,Nina,HOB,57,66,22,40,4,0.939,3,3,1,75.0,0,0
DE PERMENTIER,Stine,HOB,32,24,18,4,2,0.917,0,0,0,,0,0
DE RIDDER,Floortje,MER,28,117,41,61,15,0.872,3,0,0,,0,0
DE RYCKE,Joke,BEV,20,9,7,2,0,1.000,2,0,0,,0,0
DE STOBBELEIR,Yonie,BEV,20,23,9,8,6,0.739,0,0,0,,0,0
DE VREE,Femke,HOB,46,197,139,48,10,0.949,2,21,9,70.0,4,0
DENYS,Els,MER,6,21,18,3,0,1.000,3,9,0,100.0,1,0
DEVRIESE,Ella,MER,2,26,24,0,2,0.923,0,0,0,,0,0
