Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADAM,Damien,BRI,0,0,9.00,1,0,0,0,0,1.0,0,2,1,3,1,0,0,0,2,0.000,0,0,0,1,0,0,1
ADAMS,Liam,ANT,0,0,0.00,1,0,0,0,0,0.0,0,2,2,2,0,0,0,0,1,0.000,2,0,0,0,0,1,0
ADAMS,Liam,ANT,0,0,3.60,2,0,0,0,0,5.0,2,5,2,8,9,0,0,0,15,0.133,0,1,0,0,0,3,0
ADANK,Martin,NAM,0,0,16.03,7,0,0,0,0,10.2,21,26,19,14,8,3,0,0,50,0.420,2,5,0,1,0,13,4
BALZANI,Lorenzo,BRU,1,1,21.13,2,2,0,1,0,7.2,9,21,18,13,9,2,0,0,33,0.273,1,7,1,0,0,4,7
BARBIER,Ruben,MSG,1,0,54.00,3,1,0,0,0,2.1,3,16,14,19,2,0,0,0,8,0.375,6,2,0,0,0,3,0
BARIAUX,Ludovic,BRI,0,0,13.50,1,0,0,0,0,3.1,6,5,5,4,5,0,0,0,14,0.429,2,2,0,0,0,3,0
BEEL,Erwin,HEI,0,0,27.00,1,0,0,0,0,1.2,4,5,5,4,2,0,0,0,7,0.571,0,0,0,0,0,1,0
BEGUIN,Thibaut,NAM,1,1,18.00,2,2,0,0,0,5.0,6,12,10,18,6,1,0,0,17,0.353,1,1,0,0,0,2,2
BEKE,Tristan,WIE,0,2,44.55,3,2,0,0,0,6.2,31,40,33,20,4,3,0,0,51,0.608,5,8,0,1,0,6,7
BHUIYAN,Kashsaf,BRU,0,3,59.40,3,3,0,0,0,6.2,15,45,44,38,10,1,1,0,34,0.441,19,7,0,0,0,6,2
BHUIYAN,Mahedi,BRU,0,2,54.00,3,2,0,0,0,4.1,19,30,26,14,3,1,1,1,32,0.594,0,1,0,0,0,3,6
BLAKE,Isaac,MER,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,3,0,0,0,3,0.000,0,0,0,0,0,0,0
BLANCO BRAVO,Yasiel,LEU,0,0,0.00,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0.000,0,0,0,0,0,0,1
BOECKX,Kurt,HEI,0,0,0.00,1,0,0,0,0,0.0,0,4,4,4,0,0,0,0,0,0.000,2,0,0,0,0,0,0
BOULET DIAZ,Nguyen,DEU,1,0,6.00,1,1,0,1,0,6.0,8,5,4,4,11,2,0,1,21,0.381,0,2,1,0,0,1,1
BRAMS,Arne,LEU,2,0,20.86,2,2,0,1,0,7.1,10,20,17,18,11,1,0,0,34,0.294,6,1,1,0,0,6,4
BRISBOIS,Leandri,BRU,0,0,486.00,2,0,0,0,0,0.1,5,18,18,19,0,1,0,0,5,1.000,2,1,1,1,0,0,1
CADEDDU,Matteo,BRI,0,0,20.25,3,0,0,0,0,4.0,6,12,9,8,5,0,0,0,20,0.300,5,2,0,0,0,5,1
CANELLE,Xavier,MSG,0,0,12.00,2,0,0,0,0,3.0,5,5,4,5,6,0,0,0,15,0.333,2,0,0,0,0,3,0
CHATEL,Alexandre,MSG,0,2,20.77,2,2,0,0,0,4.1,6,12,10,9,5,1,1,0,17,0.353,0,6,0,1,0,2,3
CHEN,Pei-Jie,LEU,0,1,10.38,3,1,0,0,0,4.1,5,6,5,3,7,1,0,0,19,0.263,0,0,0,0,0,4,2
CLERBOIS,Theo,BRI,0,3,28.04,6,3,0,0,0,8.2,15,32,27,34,5,2,1,0,37,0.405,8,6,0,2,0,6,11
CLINCKART,Gautier,NAM,0,1,63.00,1,1,0,0,0,1.0,1,7,7,5,2,0,0,0,4,0.250,1,1,0,0,0,0,1
CLINCKART,Melvin,NAM,0,1,39.15,7,1,0,0,0,6.2,13,32,29,29,6,2,1,0,36,0.361,3,3,0,0,0,8,6
COLET,André,NAM,0,0,27.00,1,0,0,0,0,1.0,1,3,3,3,0,1,0,0,3,0.333,0,1,0,0,0,1,1
CONICKX,Pieter,MER,2,3,12.57,6,5,0,0,0,19.1,21,38,27,27,33,2,2,1,83,0.253,16,1,0,0,0,16,6
COSSE,Florian,NAM,1,0,7.20,3,1,0,0,0,10.0,13,8,8,8,14,0,0,0,39,0.333,0,1,0,0,0,6,6
COSSE,Tristan,NAM,0,0,63.00,2,0,0,0,0,1.0,4,7,7,8,1,1,0,1,6,0.667,5,0,0,0,0,1,0
