Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADAMS,Ella,BEV,28,21,14,5,2,0.905,1,0,0,,0,0
ANDRIES,Tiana,GEN,9,19,13,5,1,0.947,2,2,0,100.0,2,0
ARDAEN,Fien,GEN,65,89,45,40,4,0.955,2,14,0,100.0,0,0
ARTIGES,Jillian,MSG,24,25,24,1,0,1.000,0,0,0,,0,0
BAETENS,Ellen,GEN,22,13,7,1,5,0.615,0,0,0,,0,0
BAILLY,Laura,GEN,51,124,112,10,2,0.984,3,3,0,100.0,0,0
BANCHELLI,Claudia,HOB,58,75,25,47,3,0.960,0,1,0,100.0,0,0
BAUFAYS,Camille,MSG,55,61,43,16,2,0.967,1,9,0,100.0,0,0
BAUGNIES,Camille,MSG,35,51,38,13,0,1.000,2,0,0,,0,0
BEGUIN,Ysaline,MSG,29,11,9,2,0,1.000,0,0,0,,0,0
BELHALOUMI,Maya,MSG,40,107,44,55,8,0.925,3,0,0,,0,0
BOERMANS,Lisa,ANT,5,3,2,0,1,0.667,0,0,0,,0,0
BOERMANS,Lynn,ANT,37,122,73,43,6,0.951,5,16,1,94.1,7,0
BRANDSMA,Eline,BEV,25,13,4,9,0,1.000,0,1,0,100.0,0,0
CALDERÓN MARTINEZ,Ester,MER,32,71,27,28,16,0.775,2,0,0,,0,0
CALEEN,Kaitlyn,BEV,38,169,129,31,9,0.947,2,10,3,76.9,4,0
CAÑIZO,Marina,HOB,33,54,17,31,6,0.889,1,0,0,,0,0
CLAES,Themis,ANT,15,24,20,3,1,0.958,1,0,0,,0,0
CURRIE,Cadie,MER,15,9,2,6,1,0.889,0,0,0,,0,0
DASSY,Louise,MSG,30,154,146,6,2,0.987,8,0,0,,0,0
DE BAERE,Chloë,ANT,26,28,14,11,3,0.893,1,0,0,,0,0
DE GRAEVE,Sara,BEV,58,33,14,16,3,0.909,0,2,0,100.0,0,0
DE HOUWER,Candice,GEN,19,7,4,2,1,0.857,0,0,0,,0,0
DE JAEGHER,Gwendy,HOB,25,48,20,26,2,0.958,0,0,0,,0,0
DE KEZEL,Isabeau,GEN,32,72,29,32,11,0.847,1,0,0,,0,0
DE PERMENTIER,Nina,HOB,46,62,20,36,6,0.903,2,0,0,,0,0
DE PERMENTIER,Stine,HOB,27,89,80,7,2,0.978,3,0,0,,0,0
DE RIDDER,Feebe,MER,10,17,10,4,3,0.824,2,0,0,,0,0
DE RIDDER,Floortje,MER,33,102,45,42,15,0.853,5,0,0,,0,0
DE RIDDER,Friedl,MER,13,20,9,11,0,1.000,1,6,1,85.7,1,0
DE RIJK,Nienke,ANT,32,39,27,5,7,0.821,0,15,1,93.8,3,0
DE RYCKE,Joke,BEV,25,10,7,2,1,0.900,0,0,0,,0,0
DE STOBBELEIR,Yonie,BEV,32,23,15,4,4,0.826,0,0,0,,0,0
DE VREE,Femke,HOB,36,158,142,13,3,0.981,2,12,2,85.7,2,0
DECARPENTRIE,Adeline,MSG,13,17,6,8,3,0.824,1,0,0,,0,0
DESPONTIN,Maeline,MSG,3,2,0,2,0,1.000,0,0,0,,0,0
DEVRIESE,Ella,MER,12,14,8,2,4,0.714,0,0,0,,0,0
DILLE,Louise,MER,36,64,57,2,5,0.922,2,0,0,,0,0
DOUTRELOUX,Eva,MSG,28,22,12,7,3,0.864,0,8,0,100.0,2,0
EMMEN,Kim,HOB,5,3,3,0,0,1.000,0,0,0,,0,0
FARIGLIANO,Sophie,BEV,36,38,20,17,1,0.974,0,1,0,100.0,0,0
FIESACK,Jentel,MER,39,35,24,9,2,0.943,1,0,0,,0,0
GABRIËLS,Joke,ANT,29,52,30,15,7,0.865,1,22,0,100.0,3,0
GELDOF,Kate,ANT,31,58,19,33,6,0.897,3,2,0,100.0,0,0
GOOSEN,Innes,HOB,31,42,24,16,2,0.952,0,0,1,0.0,0,0
GOYVAERTS,Caroline,ANT,10,8,7,1,0,1.000,0,0,0,,0,0
HEETESONNE,Ine,GEN,18,10,5,2,3,0.700,0,0,0,,0,0
HERINCKX,Maaike,MER,41,151,137,11,3,0.980,5,0,0,,0,0
HEUTEN,Julie,ANT,44,96,74,17,5,0.948,2,0,0,,0,0
HEYLEN,Jessie,BEV,25,61,58,0,3,0.951,2,9,0,100.0,2,0
HUYBENS,Nathan,MSG,42,148,122,23,3,0.980,3,23,3,88.5,11,0
JANSSEN,Gitte,BEV,32,192,160,26,6,0.969,0,6,3,66.7,4,0
JANSSEN,Sabine,GEN,17,21,13,2,6,0.714,0,0,0,,0,0
JANSSENS,Céline,HOB,25,46,16,25,5,0.891,3,0,0,,0,0
JANSSENS,Maiti,ANT,46,83,54,22,7,0.916,3,0,0,,0,0
KASCHL,Ada,MSG,22,53,23,25,5,0.906,2,0,0,,0,0
LATHOUDERS,Lynn,ANT,7,9,9,0,0,1.000,0,5,0,100.0,3,0
LEMMENS,Silke,ANT,42,37,23,12,2,0.946,1,0,0,,0,0
LENOIR,Lisse,ANT,30,155,102,45,8,0.948,5,22,6,78.6,5,0
LEUNIS,Helena,GEN,20,31,20,3,8,0.742,1,0,0,,0,0
LINTOS,Claire,MSG,20,1,0,0,1,0.000,0,0,0,,0,0
LOUX,Baileigh,MSG,25,52,48,2,2,0.962,0,10,1,90.9,0,0
MAES,Patricia,GEN,16,8,5,2,1,0.875,0,0,0,,0,0
MEERT,Eloïse,HOB,25,12,10,0,2,0.833,0,1,0,100.0,0,0
MICHIELS,Lani,MER,1,1,1,0,0,1.000,0,0,0,,0,0
MIGNOLET,Anne-Sophie,MSG,34,138,78,56,4,0.971,7,11,1,91.7,3,0
MOSTAERT,Fleur,HOB,35,63,32,28,3,0.952,0,0,0,,0,0
MYNCKE,Liselotte,GEN,9,12,6,3,3,0.750,0,1,0,100.0,0,0
NEERINCKX,Marijke,MER,59,133,88,37,8,0.940,3,3,0,100.0,0,0
PENNOIT,Fiene,GEN,1,3,2,1,0,1.000,0,0,0,,0,0
PLETTINX,Lisa,MER,4,8,7,1,0,1.000,2,0,0,,0,0
RADKE,Reagen,MSG,19,38,29,8,1,0.974,2,0,0,,0,0
RILEY,Donovan,HOB,39,191,159,29,3,0.984,1,16,2,88.9,5,0
ROBBERECHTS,Janne,MER,24,53,15,35,3,0.943,1,0,0,,0,0
ROBERT,Muriël,BEV,27,15,12,1,2,0.867,0,0,0,,0,0
ROEF,Koby,BEV,36,82,20,47,15,0.817,1,2,0,100.0,1,0
ROEF,Lauren,BEV,23,101,96,4,1,0.990,3,0,0,,0,0
ROEF,Rubin,BEV,40,33,23,6,4,0.879,0,0,0,,0,0
ROTTHIER,Yana,BEV,36,38,33,4,1,0.974,0,0,0,,0,0
ROTTIERS,Melissa,GEN,13,34,28,5,1,0.971,2,4,2,66.7,2,0
SEGERS,Zita,HOB,30,7,7,0,0,1.000,0,0,0,,0,0
SLEZAK,Julia,ANT,24,20,14,4,2,0.900,1,0,0,,0,0
SMET,Sofie,HOB,4,2,0,0,2,0.000,0,0,0,,0,0
SMITH,Ellie,MSG,44,55,17,36,2,0.964,1,0,0,,0,0
SPEYBROUCK,Katja,MER,22,26,25,0,1,0.962,0,0,0,,0,0
STRUYF,Roxanne,MER,40,182,153,25,4,0.978,7,83,5,94.3,12,0
SYNIAWSKY,Evi,HOB,27,71,65,3,3,0.958,1,0,0,,0,0
SYNIAWSKY,Line,ANT,46,92,82,3,7,0.924,2,0,0,,0,0
SYNIAWSKY,Sam,BEV,30,79,39,32,8,0.899,2,0,0,,0,0
THOMPSON,Laura,MER,21,35,11,23,1,0.971,1,0,0,,0,0
UYTENDAAL,Lizzy,GEN,21,49,12,32,5,0.898,3,0,0,,0,0
VAN DEN BRANDE,Joren,HOB,11,2,0,0,2,0.000,0,0,0,,0,0
VAN DEN BRANDE,Lynn,HOB,44,22,12,9,1,0.955,0,0,0,,0,0
VAN DER LINDEN,Marion,MSG,28,13,10,3,0,1.000,1,0,0,,0,0
VAN DOREN,Tine,MER,14,7,6,0,1,0.857,0,0,0,,0,0
VAN DROOGENBROECK,Maya,MER,31,122,46,69,7,0.943,7,0,0,,0,0
VAN GESTEL,Clara,MSG,28,48,28,16,4,0.917,3,0,0,,0,0
VAN NUFFEL,Tina,ANT,28,107,45,51,11,0.897,6,3,0,100.0,0,0
VAN POUCKE,Kato,GEN,38,106,96,5,5,0.953,2,0,0,,0,0
VANDEPUTTE,Lisa,GEN,3,3,1,2,0,1.000,1,0,0,,0,0
VANDERAA,Mathilde,MSG,27,30,19,7,4,0.867,0,0,0,,0,0
VANSEVENANT,Sarah,GEN,13,28,11,11,6,0.786,0,0,0,,0,0
VEEKENS,Anneleen,BEV,15,16,8,7,1,0.938,0,0,0,,0,0
VERHULST,Joyce,GEN,49,116,39,58,19,0.836,2,27,0,100.0,2,0
VERMEERSCH,Hanne,GEN,8,19,8,8,3,0.842,0,0,0,,0,0
WILLEKENS,Annelies,GEN,32,96,58,23,15,0.844,4,56,6,90.3,6,1
WOUTERS,Jana,ANT,61,65,28,29,8,0.877,1,2,0,100.0,0,0
